[11/08/23, 12:07:11 PM] VIT AP. (cse) Freshers place:  Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. 
[11/08/23, 12:07:11 PM] ~ TanK-human:  ~ TanK-human created this group 
[06/09/23, 9:19:17 AM] ~ AV: Mai 1 yr me 100 lvl me tha lol
[06/09/23, 9:19:27 AM] ~ Shiven: Damn ...noice
[06/09/23, 9:19:32 AM] ~ AV: Mera alt tab kam nhi krta
[06/09/23, 9:19:39 AM] ~ Shiven: Pura head ka gm hai be ... Head lagao bas
[06/09/23, 9:19:49 AM] ~ Shiven: mera agar nai karta kam na.. mai khel na pata 
[06/09/23, 9:19:55 AM] ~ AV: True
Sherrif+head
[06/09/23, 9:20:02 AM] ~ Shiven: Laptop tod ke khali phn mai coding kar bolte 
[06/09/23, 9:20:07 AM] ~ TanK-human: Central block
[06/09/23, 9:20:08 AM] ~ TanK-human: Ruko jara sabar karo
[06/09/23, 9:20:11 AM] ~ AV: Mai toh direct band krdeta jab parents aate
[06/09/23, 9:20:19 AM] ~ Shiven: Sheriff 
[06/09/23, 9:20:26 AM] ~ AV: True
[06/09/23, 9:20:34 AM] ~ AV: Raze seggsy agent
[06/09/23, 9:20:36 AM] ~ AV: Tbh
[06/09/23, 9:20:40 AM] ~ Shiven: Mera lappy hang hojaega ...
[06/09/23, 9:20:56 AM] ~ AV: Maine modify krva diya lappy ko
[06/09/23, 9:21:58 AM] ~ Shiven: Kaise 
[06/09/23, 9:22:15 AM] ~ Shiven: Ram extension kiya hoga
[06/09/23, 9:22:19 AM] ~ Shiven: Graphic card lagaya hoga
[06/09/23, 9:22:22 AM] ~ Shiven: Aur kya kardiya 
[06/09/23, 9:22:52 AM] ~ AV: Ssd
[06/09/23, 9:23:04 AM] ~ AV: Intel graphics
[06/09/23, 9:23:18 AM] ~ Shiven: Tera graphic card kaunsa hai ki?
[06/09/23, 9:24:24 AM] ~ AV: Nhi hai
[06/09/23, 9:24:35 AM] ~ AV: Bhai software graphics hote hain
[06/09/23, 9:24:46 AM] ~ Shiven: Integrated?
[06/09/23, 9:25:08 AM] ~ AV: Kindof yeah
[06/09/23, 9:25:12 AM] ~ Shiven: Ese lappy mai kaun khelega games.. maja nai ata
[06/09/23, 9:25:19 AM] ~ Shiven: 240 fps mai khelo valo.. tab maja aye 
[06/09/23, 9:25:23 AM] ~ AV: True toh hai
[06/09/23, 9:25:27 AM] ~ Shiven: Phn accha hai thoda mera.. gaming ke liye 
[06/09/23, 9:25:28 AM] ~ AV: Isliye naya lappy lunga
[06/09/23, 9:25:36 AM] ~ Shiven: Clash royale jyada khelta hunga tbh 
[06/09/23, 9:25:39 AM] ~ AV: Konsa hai?
[06/09/23, 9:25:40 AM] ~ Shiven: Kaunsa soch raha hai?
[06/09/23, 9:25:47 AM] ~ AV: Acer aspire 7
[06/09/23, 9:26:13 AM] ~ Shiven: Abe amazon ya flipkart se bhej 
[06/09/23, 9:26:25 AM] ~ Shiven: Redmi hai.. lekin k series ka hai
[06/09/23, 9:26:32 AM] ~ AV: Oh shi hai
[06/09/23, 9:26:38 AM] ~ Shiven: Refresh rate.. touch sampling aur processor accha hai
[06/09/23, 9:26:46 AM] ~ Shiven: Camera display katai tstti 
 [06/09/23, 9:26:57 AM] ~ AV:  image omitted
[06/09/23, 9:27:01 AM] ~ Shiven: Inshort.. gaming accha hai 
[06/09/23, 9:27:17 AM] ~ AV: Mera toh samsung
[06/09/23, 9:27:26 AM] ~ Shiven: Mai lunga 1 saal baad
[06/09/23, 9:27:26 AM] ~ AV: Ek naya wala kharidunga
[06/09/23, 9:27:34 AM] ~ AV: Oh sahi hai
[06/09/23, 9:27:45 AM] ~ Shiven: Probably mac ya fir dekhenge
[06/09/23, 9:28:03 AM] ~ AV: Mac professional hoga
No gaming
[06/09/23, 9:28:05 AM] ~ Shiven: Gaming laptop probably nai lunga.. jisme graphic handling nd all accha ho
[06/09/23, 9:28:12 AM] ~ Shiven: Pc Gaming not interested 
[06/09/23, 9:28:31 AM] ~ AV: Oh
[06/09/23, 9:28:34 AM] ~ Shiven: Sure nai tbh .. kya pata 1 saal mai mood change hojaye 
[06/09/23, 9:28:56 AM] ~ Shiven: Mac nai lunga be.. sala mac os hin pasand nai mereko  <This message was edited>
[06/09/23, 9:29:06 AM] ~ AV: Apple is shit
[06/09/23, 9:29:11 AM] ~ Shiven: Us 
[06/09/23, 9:29:18 AM] ~ Shiven: Iphun bhi pasand nai bilkul 
[06/09/23, 9:29:22 AM] ~ AV: Thats why im buying Google pixel
[06/09/23, 9:29:28 AM] ~ Shiven: Damn.. richie..
[06/09/23, 9:29:31 AM] ~ Shiven: Kaunsa?
[06/09/23, 9:29:35 AM] ~ AV: 7a
[06/09/23, 9:29:42 AM] ~ Shiven: Hm.. thoda aur ruk
[06/09/23, 9:29:48 AM] ~ AV: I thought of buying iphone but bekar hai
[06/09/23, 9:29:48 AM] ~ Shiven: Kam ke 35k ke under ajayega
[06/09/23, 9:29:56 AM] ~ AV: 1 month ke baad 30k hojayega
[06/09/23, 9:30:09 AM] ~ Shiven: Kitna ameer hai be tu 
[06/09/23, 9:30:13 AM] ~ AV: 8a is launching on October 4th so
[06/09/23, 9:30:15 AM] ~ Shiven: Hm wahi
[06/09/23, 9:30:31 AM] ~ AV: Bhai iohone 13 mini is not pricy
 [06/09/23, 9:30:35 AM] ~ Shiven:  GIF omitted
[06/09/23, 9:30:43 AM] ~ AV: Us vai
[06/09/23, 9:30:49 AM] ~ Shiven: Mini maat le be ... Fir bhi 60k abv girega hin 
[06/09/23, 9:31:06 AM] ~ AV: Haan google pixel better
[06/09/23, 9:31:22 AM] ~ Shiven: Much better
[06/09/23, 9:31:28 AM] ~ Shiven: Os... Updates .... Camera
[06/09/23, 9:31:29 AM] ~ Shiven:  
[06/09/23, 9:31:55 AM] ~ AV: Sony ois camera
[06/09/23, 9:32:01 AM] ~ AV: Better than iphone l ol
 [06/09/23, 9:32:14 AM] ~ AV:  image omitted
[06/09/23, 9:32:21 AM] ~ AV: 
[06/09/23, 9:32:34 AM] ~ Shiven: Damn nigga 
[06/09/23, 9:33:09 AM] ~ Shiven: Abe ye toh accha idea hai be.. mai bhi yahi karunga abse jiska msg ayega 
[06/09/23, 9:33:17 AM] ~ Shiven: Provided woh *ladki* ho 
[06/09/23, 9:33:50 AM] ~ Abhinav: That's the first time I'm hearing that
[06/09/23, 9:33:57 AM] ~ Shiven: Lol 
[06/09/23, 9:34:02 AM] ~ AV: Koi na vro
[06/09/23, 9:34:05 AM] ~ AV: Be open minded
[06/09/23, 9:34:12 AM] ~ Shiven: 
[06/09/23, 9:34:21 AM] ~ Shiven: Open minded rahunga ... Chutiya nai 
[06/09/23, 9:34:22 AM] ~ Shiven:  
[06/09/23, 9:34:23 AM] ~ AV: Gay marriages are legal
[06/09/23, 9:34:38 AM] ~ Shiven: Yaaa... 
[06/09/23, 9:34:44 AM] ~ AV: Lmao
[06/09/23, 9:35:19 AM] ~ Jithendra: 
[06/09/23, 9:35:32 AM] ~ AV: Lmao
[06/09/23, 9:35:38 AM] ~ Swastik Sharma: 
[06/09/23, 9:35:43 AM] ~ AV: LGBT are shit
[06/09/23, 9:35:49 AM] ~ AV: Tbh
[06/09/23, 9:35:51 AM] ~ Shiven:  This message was deleted.
[06/09/23, 9:35:57 AM] ~ Shiven: Ohh.. then fine 
[06/09/23, 9:36:00 AM] ~ AV: Saale
[06/09/23, 9:36:05 AM] ~ Jithendra: Yup  <This message was edited>
[06/09/23, 9:36:13 AM] ~ Shiven: Are galat assumption leliya.. del kardiya 
[06/09/23, 9:36:19 AM] ~ AV: Lol
[06/09/23, 9:36:31 AM] ~ Shiven: 
[06/09/23, 9:36:34 AM] ~ Shiven: Lgbt  
[06/09/23, 9:36:37 AM] ~ Shiven: Lg tv  
[06/09/23, 9:38:01 AM] ~ AV: Lg's market value gonna go down
[06/09/23, 9:38:21 AM] ~ Shiven: Mobile market is negligible... Appliances r still just surviving 
[06/09/23, 9:38:33 AM] ~ Jithendra: Suddenly group went to silent mode 
[06/09/23, 9:38:33 AM] ~ Shiven: Refrigerator, tv, ovens nd stuff r ok tbh
[06/09/23, 9:38:36 AM] ~ AV: True
[06/09/23, 9:38:41 AM] ~ Jeevan K: Anyone here waiting for verification
[06/09/23, 9:38:49 AM] ~ Shiven: @919692892611 ki baate hin ese hai 
[06/09/23, 9:38:53 AM] ~ Jeevan K: Sitting in 305 room
[06/09/23, 9:38:55 AM] ~ Jithendra: Which verification bro
[06/09/23, 9:38:55 AM] ~ Jeevan K: ?
[06/09/23, 9:39:01 AM] ~ Shiven: I am on the way bro 
[06/09/23, 9:39:03 AM] ~ Jeevan K: Clg lo bro
[06/09/23, 9:39:06 AM] ~ Jeevan K: Oh
[06/09/23, 9:39:09 AM] ~ Jeevan K: Let's meet
[06/09/23, 9:39:12 AM] ~ Jithendra: Ok nadhi iepondhi ley
[06/09/23, 9:39:19 AM] ~ Jeevan K: Oh avna
[06/09/23, 9:39:22 AM] ~ Shiven: Yaa sure  
[06/09/23, 9:39:24 AM] ~ Jithendra: Haa
[06/09/23, 9:39:38 AM] ~ AV: Lol
[06/09/23, 9:40:43 AM] ~ Jithendra: Total 14 vit ap groups and one announcement group 
[06/09/23, 9:41:36 AM] ~ Abhishek Singh:  This message was deleted.
[06/09/23, 9:41:39 AM] ~ Abhinav: Where do we have to report after coming to college ... And which building
[06/09/23, 9:42:15 AM] ~ Jithendra: Central block room number 305
[06/09/23, 9:42:40 AM] ~ Abhinav: Thanks bro... Do we have to take a token or snth?
[06/09/23, 9:42:46 AM] ~ Abhinav: *something
[06/09/23, 9:42:47 AM] ~ Jithendra: 3rd floor
[06/09/23, 9:42:54 AM] ~ Jithendra: Yes
[06/09/23, 9:43:13 AM] ~ Abhinav: Ok bro thanks
[06/09/23, 10:01:32 AM] ~ Jeevan K: Anyone came?
[06/09/23, 10:01:42 AM] ~ Jeevan K: Or already here?
[06/09/23, 10:02:38 AM] ~ Jeevan K: Today it's completing so fast
[06/09/23, 10:02:48 AM] ~ Jeevan K: I came just 10 min ago
[06/09/23, 10:05:20 AM] ~ Jeevan K: It's 110 running
[06/09/23, 10:05:23 AM] ~ Jeevan K: Mine 112
[06/09/23, 10:05:28 AM] ~ Jeevan K: Where are u bro
[06/09/23, 10:06:42 AM] ~ Shiven: Wht's 110 nd 112?
[06/09/23, 10:06:54 AM] ~ Jeevan K: Token number bro
[06/09/23, 10:07:01 AM] ~ Abhinav: I am coming
[06/09/23, 10:07:08 AM] ~ Jeevan K: Where bro
[06/09/23, 10:07:09 AM] ~ Jeevan K: ?
[06/09/23, 10:07:12 AM] ~ Soham P: me coming parso
[06/09/23, 10:07:13 AM] ~ Soham P: les gooo
[06/09/23, 10:07:21 AM] ~ Abhinav: Just about to reach main gate
[06/09/23, 10:07:27 AM] ~ Jeevan K: Oh
[06/09/23, 10:07:46 AM] ~ Jeevan K: Mine will be completed by the time u reach here
[06/09/23, 10:08:00 AM] ~ Abhinav: Aah nice bro ... Fast ga cheseskunav
[06/09/23, 10:08:11 AM] ~ Abhinav: Ivala crowd unda?
[06/09/23, 10:09:11 AM] ~ Jeevan K: Takkuva bro
[06/09/23, 10:09:18 AM] ~ Jeevan K: Chala fast aioothadi
[06/09/23, 10:10:18 AM] ~ Shiven: Translate 
[06/09/23, 10:10:29 AM] ~ Jeevan K: Very less people*
[06/09/23, 10:13:17 AM] ~ Shiven: Ohhh.. that's nicee  
 [06/09/23, 10:16:04 AM] ~ Jeevan K:  video omitted
[06/09/23, 10:16:12 AM] ~ Jeevan K: Stuck at 110
[06/09/23, 10:16:19 AM] ~ Jeevan K: Printer problem*
[06/09/23, 10:16:40 AM] ~ Adi: @everyone when is your orientation?
[06/09/23, 10:30:24 AM] ~ Anish: Oh
[06/09/23, 11:06:43 AM] ~ Soham P: 8th
[06/09/23, 11:08:14 AM] ~ Adi: okaay bro
[06/09/23, 11:35:38 AM] ~ : Was there
If you hosteller then skip it 
U can do it tomm Or any time later
I did today morning
[06/09/23, 11:36:48 AM] ~ Kaushik: ???
[06/09/23, 11:52:43 AM] ~ Failed Experiment: U won't get a hostel if your docs are not verified right?
[06/09/23, 12:01:17 PM] ~ harshith: why stuck tho, pura docs ke copy nhi liya?
[06/09/23, 12:51:55 PM] ~ : Forget hostel 
No entry in clg if no docs

Indian bank is a formality that can be skipped coz it's needed for exam fee, fines etc... 
So it's not compulsory rn but ya u must do it some day Or the other
[06/09/23, 12:52:29 PM] ~ Appu : They said u have to have an account with 2 weeks from now
[06/09/23, 12:54:51 PM] ~ Shiven: Ohh ok
[06/09/23, 12:54:57 PM] ~ Shiven: Fines 
[06/09/23, 12:58:46 PM] ~ P. Lalit Kumar: Can anyone tell me the complete process of where to enter and complete documents verification and all
[06/09/23, 1:09:06 PM] ~ Appu : U go to central block
Ask where to report
They will only take u
If u have any doubt
There will be people to ask all around u  <This message was edited>
[06/09/23, 1:12:48 PM] ~ TanK-human: U may not
[06/09/23, 1:12:53 PM] ~ Sai Kiran Vanaparthi: You will be given three forms fill that carefully then you go through 4 things
1. Student profile finalising
2. Finger print and A photo verification
3. Documents verification
4.About your hostel and all
Then one form will be taken 
And a checklist for of all these will be given at the end which have to get stamp on then u can go to the hostel and submit checklist
[06/09/23, 1:13:03 PM] ~ Sai Kiran Vanaparthi: Yes
[06/09/23, 1:15:00 PM] ~ Appu : Take an extra Xerox of aadhar if u don't have a bank account in "Indian Bank"
If u can't also not that much of a problem
If u already have an account,it's easier actually
If u don't it's a little long process if many students r there
[06/09/23, 1:15:16 PM] ~ Harsh Katiyar.: Typically!! how much time would it take?
[06/09/23, 1:16:01 PM] ~ Sai Kiran Vanaparthi: Depends on no. Of students there will be chairs arranged always try to take the front chairs
[06/09/23, 1:16:05 PM] ~ Aakash Srivastava: If you have a xerox of aadhar ND don't have an account in Indian bank..would the process be lengthy?
[06/09/23, 1:16:28 PM] ~ Appu : Not including bank
Maximum an hour
Doesn't matter how many r there
[06/09/23, 1:16:31 PM] ~ Harsh Katiyar.: Approx time bruhh?
[06/09/23, 1:16:55 PM] ~ Sai Kiran Vanaparthi: 45mins to 1.5 hours
[06/09/23, 1:17:08 PM] ~ Aakash Srivastava: Ohh some were saying 4-5 hours lol
[06/09/23, 1:17:27 PM] ~ Vedansh: Those who have arrived early are they allowing to stay in their hostel room?
[06/09/23, 1:17:31 PM] ~ Appu : Just the line for that is long so it will take time
Sometimes it won't go through then u have to go to the bank on campus and do the required
[06/09/23, 1:18:00 PM] ~ Aakash Srivastava: Ohh ohkk..ig it is better to open an account then
[06/09/23, 1:18:12 PM] ~ Appu : If u go late "late"
And don't have all the documents then
Or if near bank process line is big
[06/09/23, 1:18:15 PM] ~ Sai Kiran Vanaparthi: Nope have to go through document as far as I saw
[06/09/23, 1:18:17 PM] ~ Appu : Yep
[06/09/23, 1:18:26 PM] ~ Sai Kiran Vanaparthi: Document verification
[06/09/23, 1:18:30 PM] ~ Aakash Srivastava: Ohh ohkk..thanks for the help!
[06/09/23, 1:18:40 PM] ~ Vedansh: Has anyone booked guest rooms for their parents?
[06/09/23, 1:18:52 PM] ~ Appu : After certificate verification process finishes,u can go to ur room
Doesn't matter when u come
[06/09/23, 1:33:35 PM] ~ Ayush Bhagasra: https://chat.whatsapp.com/GcgxqEdRJc94QanslB3jiH
[06/09/23, 9:06:38 PM] ~ shrishanthv:  ~ shrishanthv joined from the community
[06/09/23, 9:06:41 PM] ~ Dev Kaushik:  ~ Dev Kaushik joined from the community
[06/09/23, 9:06:43 PM] ~ R A K E S H :  ~ R A K E S H  joined from the community
[06/09/23, 9:06:50 PM] ~ Michael:  ~ Michael joined from the community
[06/09/23, 9:06:54 PM] ~ :  ~  joined from the community
[06/09/23, 9:24:02 PM] ~ Smaran:  ~ Smaran joined from the community
[06/09/23, 9:24:07 PM] ~ Leorius28:  ~ Leorius28 joined from the community
[07/09/23, 5:15:47 AM] ~ BKB:  This message was deleted.
[07/09/23, 8:58:36 AM] ~ Darshan. D: https://www.efset.org/quick-check/
[07/09/23, 8:58:36 AM] ~ Darshan. D: Try cheskondi
[07/09/23, 11:56:22 AM] ~ Aswin M:  ~ Aswin M joined from the community
[07/09/23, 11:56:25 AM] ~ Tejas:  ~ Tejas joined from the community
[07/09/23, 11:56:27 AM] ~ Sumanth:  ~ Sumanth joined from the community
[07/09/23, 11:56:30 AM] ~ P Sampath Kumar:  ~ P Sampath Kumar joined from the community
[07/09/23, 11:56:52 AM] ~ Atharva Yadav:  ~ Atharva Yadav joined from the community
[07/09/23, 11:56:55 AM] ~ Rohitha:  ~ Rohitha joined from the community
[07/09/23, 11:56:57 AM]  +91 70051 99340 :  +91 70051 99340  joined from the community
[07/09/23, 11:57:04 AM] ~ Visnu Kumaar:  ~ Visnu Kumaar joined from the community
[07/09/23, 11:57:10 AM] ~ yuvan:  ~ yuvan joined from the community
[07/09/23, 11:57:25 AM] ~ Sairaj:  ~ Sairaj joined from the community
[07/09/23, 11:57:26 AM] ~ D:  ~ D joined from the community
[07/09/23, 11:57:29 AM] ~ Abhay Sharma:  ~ Abhay Sharma joined from the community
[07/09/23, 11:57:32 AM] ~ Ankit Kumar Dey:  ~ Ankit Kumar Dey joined from the community
[07/09/23, 11:53:23 AM] ~ TanK-human:  POLL:
Where from?(for dayscholars)
 OPTION: Vijayawada (18 votes)
 OPTION: Guntur (4 votes)
 OPTION: Other (11 votes)
[07/09/23, 12:52:47 PM] ~ Akash: Abhi koi waiting area mai hai kya
[07/09/23, 12:55:50 PM] ~ TanK-human: Kahan?
[07/09/23, 12:57:48 PM] ~ Akash: Cb mai
[07/09/23, 12:57:57 PM] ~ TanK-human: Oh
[07/09/23, 12:57:58 PM] ~ TanK-human: Kk
[07/09/23, 12:59:19 PM] ~ TanK-human:  This message was deleted.
[07/09/23, 12:59:33 PM] ~ Gopesh: Cheppu bro
[07/09/23, 12:59:55 PM] ~ TanK-human: Private chat ki ra
[07/09/23, 1:00:05 PM] ~ Gopesh: Vachesa
[07/09/23, 1:33:34 PM] Tyagi !: Please add 8770201359....
[07/09/23, 1:55:54 PM] ~ TanK-human: Any dayscholars having EPT Tomorrow DM me
[07/09/23, 1:55:57 PM] ~ TanK-human: Quick
[07/09/23, 3:00:03 PM] ~ TanK-human: If anyone taking the bus from kalakshetram to VIT AP for EPT TOMORROW ie.08/09/2023 DM me
[07/09/23, 4:40:20 PM] ~ Dasaradhi Varma:  ~ Dasaradhi Varma joined from the community
[07/09/23, 4:40:22 PM] ~ Rajveer Singh:  ~ Rajveer Singh joined from the community
[07/09/23, 4:40:27 PM] ~ Chandra:  ~ Chandra joined from the community
[07/09/23, 4:40:33 PM] ~ Raghav:  ~ Raghav joined from the community
 [07/09/23, 4:48:06 PM] ~ TanK-human:  image omitted
[07/09/23, 4:48:37 PM] ~ Sai Kiran Vanaparthi: everyone got it
[07/09/23, 4:48:46 PM] ~ Jeevan K:  This message was deleted.
[07/09/23, 4:48:53 PM] ~ TanK-human: Anyone going?
[07/09/23, 4:49:15 PM] ~ Sai Kiran Vanaparthi: me
[07/09/23, 4:49:36 PM] ~ TanK-human: If anyone taking the bus from kalakshetram to VIT AP for EPT TOMORROW ie.08/09/2023 DM me
[07/09/23, 6:50:08 PM] ~ Ayush Bhagasra: https://chat.whatsapp.com/GcgxqEdRJc94QanslB3jiH
[07/09/23, 6:53:30 PM] ~ Chandra: What is this bro
[07/09/23, 7:05:54 PM] ~ Jithendra:  This message was deleted.
[07/09/23, 7:06:21 PM] ~ Chandra:  
[07/09/23, 7:06:31 PM] ~ Chandra: Just hell and heaven
[07/09/23, 7:11:09 PM] ~ Failed Experiment: This is not to create any sort of animosity.
[07/09/23, 7:11:17 PM] ~ Chiranjan: Lmao
[07/09/23, 7:11:21 PM] ~ Chiranjan:  This message was deleted.
[07/09/23, 7:11:29 PM] ~ Failed Experiment: We north indian are just kinda feeling out of place. We are all looking forward to meeting you guys
[07/09/23, 7:11:39 PM] ~ UtkarsH: Just for fun
[07/09/23, 7:11:42 PM] ~ Leorius28: Yesss
[07/09/23, 7:11:56 PM] ~ Leorius28: We just have to get accomodated first..
[07/09/23, 8:19:26 PM] ~ Rohith:  ~ Rohith joined from the community
[07/09/23, 8:19:28 PM] ~ :  ~  joined from the community
[07/09/23, 8:22:59 PM] ~ Subhash Voonna:  ~ Subhash Voonna joined from the community
[07/09/23, 8:23:05 PM] ~ !:  ~ ! joined from the community
[08/09/23, 1:18:46 PM] ~ Ayush Bhagasra:  This message was deleted.
[08/09/23, 1:21:47 PM] ~ Ayush Bhagasra: https://chat.whatsapp.com/GcgxqEdRJc94QanslB3jiH
[08/09/23, 2:24:37 PM] ~ Chandra: There is no North India South Indian
[08/09/23, 2:24:41 PM] ~ Chandra: Only one India
[08/09/23, 2:28:28 PM] ~ Rohit: Bharat 
[08/09/23, 3:26:28 PM] ~ Ayush Bhagasra: https://chat.whatsapp.com/GcgxqEdRJc94QanslB3jiH
[08/09/23, 4:34:07 PM] ~ P: Does anyone know if there are options available for lunch for day scholars, on campus?
[08/09/23, 4:35:26 PM] ~ Kaushik: Yes
[08/09/23, 4:35:55 PM] ~ Kaushik: You can have lunch in food street or in rock plaza canteen
[08/09/23, 4:36:35 PM] ~ P: Okay got it thanks
[08/09/23, 4:37:58 PM] ~ Kaushik: Welcome
[08/09/23, 5:02:57 PM] ~ K.Parthiv: Food street is not worth the cost
[08/09/23, 5:03:41 PM] ~ P: Oh ok.
[08/09/23, 5:03:55 PM] ~ P: Does anyone have a map of the blocks?
[08/09/23, 5:05:37 PM] ~ K.Parthiv: Ggl it 
[08/09/23, 5:05:42 PM] ~ Chandra:  This message was deleted by admin ~ TanK-human.
[08/09/23, 5:06:07 PM] ~ Kaushik: Go to ab1 there is a mini structure of clg campus
[08/09/23, 5:06:29 PM] ~ K.Parthiv: Shes asking how to go there 
[08/09/23, 5:06:43 PM] ~ K.Parthiv: Btw it has unbuilt blocks also
[08/09/23, 5:07:39 PM] ~ P: Got it. Thanks.
[08/09/23, 5:13:38 PM] ~ Kaushik: Ask security
[08/09/23, 5:22:10 PM] ~ Abhinav: @919182750867 remove
[08/09/23, 5:47:02 PM] ~ Shanmukh: Clg main gate ke pass hai
[08/09/23, 6:03:34 PM] ~   : Anyone can send me syllabus?
[08/09/23, 6:09:52 PM] ~ Jeevan K: Which syllabus
[08/09/23, 6:09:53 PM] ~ Jeevan K: ?
[08/09/23, 6:10:07 PM] ~   : Like planner
[09/09/23, 2:04:43 PM] ~ P: Is it mandatory to attend the orientation? is there any attendance/biometric?
[09/09/23, 2:06:19 PM] ~ P: did anyone skip it and just watched the yt live stream?
[09/09/23, 2:06:23 PM] ~ M. Srinivasa Reddy: No
[09/09/23, 2:18:52 PM] ~ !: Yes I Skipped it
[09/09/23, 2:26:39 PM] ~ Chaitu: Do u attend r not
[09/09/23, 2:27:56 PM] ~ P: i am planning to not attend if it's the same thing in the yt stream
[09/09/23, 2:28:09 PM] ~ Soham P: what stream
[09/09/23, 2:28:19 PM] ~ Atmadip  : Same thing
[09/09/23, 2:29:59 PM] ~ Appu : https://www.youtube.com/live/ISn3wDAAMYw?si=YHVaKDAzjlUtqyKU


Link to the orientation on 8th
[09/09/23, 2:30:10 PM] ~ Appu : The livestream
[09/09/23, 2:32:02 PM] ~ TanK-human: Wait,  there was a live stream for the orientation inaugural function, right?
Not for orientation
[09/09/23, 2:32:31 PM] ~ Appu : The whole thing was livestreamed
[09/09/23, 2:33:02 PM] ~ TanK-human: Kl
[09/09/23, 2:33:05 PM] ~ TanK-human: Kk
[09/09/23, 2:33:42 PM] ~ Soham P: accha ty bhai
[09/09/23, 2:34:02 PM] ~ TanK-human: Okay, just asking, My orientation was scheduled on 11th
[09/09/23, 2:34:11 PM] ~ TanK-human: So what's the difference ?
[09/09/23, 2:35:06 PM] ~ TanK-human: I am sending you guys the link to the official Mh3 Group. Our warden and other officials are also there in the group, so be careful with what you are texting in the group. (Only For Mh-3 People)
[09/09/23, 2:35:42 PM] ~ TanK-human: This was sent by seniors
[09/09/23, 2:38:09 PM] ~ Vinil Vege:  ~ Vinil Vege joined from the community
[09/09/23, 2:38:13 PM] ~ Mohammed Aadil:  ~ Mohammed Aadil joined from the community
[09/09/23, 2:38:14 PM] ~ Akki:  ~ Akki joined from the community
[09/09/23, 2:36:01 PM] ~ TanK-human: https://chat.whatsapp.com/BQFDJphwJaK3BWySh33ygq
[09/09/23, 2:36:40 PM] ~ Appu : U can go if u want to irl
[09/09/23, 2:38:05 PM] ~ TanK-human: Did anyone go today ?
[09/09/23, 2:46:36 PM] ~ AbnaV: Do you know if someone has for mh4?
[09/09/23, 3:00:17 PM] ~ Appu : I dont know anyone who did
[09/09/23, 3:01:41 PM] ~ Udhay Adithya: Yes it is there
[09/09/23, 3:01:45 PM] ~ Udhay Adithya: For MH 4
[09/09/23, 3:02:08 PM] ~ AbnaV: Please share
[09/09/23, 3:02:24 PM] ~ Udhay Adithya: https://chat.whatsapp.com/JyCnhSWAifZ5XgynDv2g3H
[09/09/23, 3:02:26 PM] ~ AbnaV: Many
[09/09/23, 3:02:54 PM] ~ AbnaV: Oh i am already there
[09/09/23, 3:03:03 PM] ~ AbnaV: Like an official like mh3?
[09/09/23, 3:03:08 PM] ~ AbnaV: With wardens in grp?
[09/09/23, 3:03:19 PM] ~ Udhay Adithya: No
[09/09/23, 3:21:36 PM] ~ anshuman? :  ~ anshuman?  joined from the community
[09/09/23, 3:21:40 PM] ~ Ojas:  ~ Ojas joined from the community
[09/09/23, 3:21:44 PM] ~ Abhishekraj:  ~ Abhishekraj joined from the community
[09/09/23, 3:21:55 PM] ~ Deepak:  ~ Deepak joined from the community
[09/09/23, 3:21:57 PM] ~ Priyanshu Jha:  ~ Priyanshu Jha joined from the community
[09/09/23, 3:21:58 PM] ~ Mounvik K:  ~ Mounvik K joined from the community
[09/09/23, 3:22:04 PM] ~ ___sai__23:  ~ ___sai__23 joined from the community
[09/09/23, 3:22:06 PM] ~ Vasu:  ~ Vasu joined from the community
