[11/08/23, 12:07:11 PM] VIT AP. (cse) Freshers place🥳🥳🥳🥳🥳: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. 
[11/08/23, 12:07:11 PM] ~ TanK-human: ‎~ TanK-human created this group 
[11/09/23, 11:07:13 PM] ~ Manasa: Yes
[11/09/23, 11:07:28 PM] ~ Mm: Yes
[11/09/23, 11:10:40 PM] ~ TanK-human: Anyone from Vijayawada?
[11/09/23, 11:11:25 PM] ~ K.Parthiv: Yes
[11/09/23, 11:11:33 PM] ~ K.Parthiv: There is a guy i know
[11/09/23, 11:12:13 PM] ~ K.Parthiv: He is @919182750867
[11/09/23, 11:13:11 PM] ~ TanK-human: Don't tell me@tan
[11/09/23, 11:14:02 PM] ~ K.Parthiv: Ok sin/cos
[11/09/23, 11:15:23 PM] ~ Manasa: Lmao
‎[11/09/23, 11:15:44 PM] ~ K.Parthiv: ‎sticker omitted
‎[11/09/23, 11:22:11 PM] ~ Mm: ‎sticker omitted
‎[11/09/23, 11:22:33 PM] ~ K.Parthiv: ‎sticker omitted
[12/09/23, 8:04:11 AM] ~ Ram Naik: ‎~ Ram Naik joined from the community
[12/09/23, 8:04:17 AM] ~ Aarush: ‎~ Aarush joined from the community
[12/09/23, 10:44:30 AM] Nandini Mourya: ‎~ TanK-human added Nandini Mourya
[12/09/23, 10:44:42 AM] ‪+91 79033 46625‬: ‎‪+91 79033 46625‬ joined from the community
[12/09/23, 10:44:53 AM] ~ ~: ‎~ ~ joined from the community
[12/09/23, 10:44:58 AM] ~ Rudra: ‎~ Rudra joined from the community
‎[12/09/23, 1:33:17 PM] ~ TanK-human: ‎image omitted
‎[12/09/23, 1:34:32 PM] ~ Kaushik😁: ‎image omitted
[12/09/23, 1:47:44 PM] ~ Shiven: I hv pics of every slide in orientation 🗿
[12/09/23, 1:48:19 PM] ~ K.Parthiv: I want timetable
[12/09/23, 1:48:27 PM] ~ K.Parthiv: Tmr classes start
[12/09/23, 1:48:33 PM] ~ K.Parthiv: But no time table
[12/09/23, 1:48:43 PM] ~ ~Kiran Katakam: Share it please
[12/09/23, 1:49:51 PM] ~ Shiven: Check vtop... Although not sure what the things written in it mean
[12/09/23, 1:49:52 PM] ~ AKA😉: ‎This message was deleted.
[12/09/23, 1:50:10 PM] ~ K.Parthiv: Bruh
[12/09/23, 1:50:14 PM] ~ Shiven: Ok.. Should i send all?
[12/09/23, 1:50:17 PM] ~ Shiven: 😂
[12/09/23, 1:50:21 PM] ~ K.Parthiv: Im not dat dumb
[12/09/23, 1:50:29 PM] ~ K.Parthiv: Where shld i go tmr
[12/09/23, 1:50:50 PM] ~ 𝙽𝙸𝚃𝙷𝙴𝚂𝙷 𝙺𝚄𝙼𝙰𝚁: Did any one got their time table??
[12/09/23, 1:52:53 PM] ~ Ayush Bhagasra: https://chat.whatsapp.com/GcgxqEdRJc94QanslB3jiH
[12/09/23, 1:53:15 PM] ~ Mokshagna: Share me tooo
[12/09/23, 1:53:18 PM] ~ TanK-human: Mind to post it here?
[12/09/23, 1:53:18 PM] ~ Mm: Not yet came now
[12/09/23, 1:54:47 PM] ~ Shiven: Sure
‎[12/09/23, 1:55:03 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:04 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:07 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:07 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:08 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:08 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:12 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:12 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:13 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:18 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:19 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:19 PM] ~ Shiven: ‎image omitted
[12/09/23, 1:55:19 PM] ~ K.Parthiv: 🌚dont post other pics u have taken here
‎[12/09/23, 1:55:20 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:20 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:21 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:55:21 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:07 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:07 PM] ~ Shiven: ‎image omitted
[12/09/23, 1:56:08 PM] ~ TanK-human: It's in VTOP now, someone says
‎[12/09/23, 1:56:08 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:08 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:09 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:09 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:10 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:10 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:11 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:12 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:18 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:18 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:19 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:20 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:20 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:21 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:21 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:22 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:22 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:22 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:23 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:24 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:25 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:25 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:26 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:26 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:27 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:27 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:28 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:28 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:29 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:29 PM] ~ Shiven: ‎image omitted
‎[12/09/23, 1:56:30 PM] ~ Shiven: ‎image omitted
[12/09/23, 2:02:42 PM] ‪+91 93093 79751‬: ‎‪+91 93093 79751‬ joined from the community
[12/09/23, 1:56:30 PM] ~ Shiven: Almost everything... Except library
‎[12/09/23, 1:56:30 PM] ~ Shiven: ‎sticker omitted
‎[12/09/23, 1:58:51 PM] ~ K.Parthiv: ‎sticker omitted
[12/09/23, 1:58:57 PM] ~ TanK-human: .
[12/09/23, 1:59:04 PM] ~ K.Parthiv: Nahi hai
‎[12/09/23, 2:01:32 PM] ~ Shiven: ‎sticker omitted
‎[12/09/23, 2:02:04 PM] ~ K.Parthiv: ‎sticker omitted
‎[12/09/23, 2:12:39 PM] ~ Shiven: ‎sticker omitted
‎[12/09/23, 2:15:54 PM] ~ K.Parthiv: ‎sticker omitted
[12/09/23, 2:44:18 PM] ~ TanK-human: https://docs.google.com/forms/d/e/1FAIpQLSeAmZOgUuBZXLqpt8h-bhOlkU7T3mA_qvu1HHEBUeudAExAyA/viewform?pli=1
[12/09/23, 2:45:04 PM] ~ Siraj Kanungo: Any cse core student(s) who got the timetable?
[12/09/23, 4:29:20 PM] ~ Jeevan K: Nope bro same problem
[12/09/23, 6:07:24 PM] ~ Mm: What is difference between essential and effective English
[12/09/23, 6:20:01 PM] ~ Batman: Ept results dekhe kaha
[12/09/23, 6:23:18 PM] ~ Jithendra: ‎This message was deleted.
[12/09/23, 6:25:38 PM] ~ Sanapala Saimani: How will I know I pass ept exam
[12/09/23, 6:26:07 PM] ~ anshuman?¿: effective > essential
[12/09/23, 6:45:48 PM] ~ Chiranjan: Ohk time table came
[12/09/23, 6:45:56 PM] ~ Chiranjan: But not able to comprehend it 😔
[12/09/23, 6:46:03 PM] ~ AbnaV: Where?
[12/09/23, 6:46:04 PM] ~ AbnaV: Im mail?
[12/09/23, 6:46:11 PM] ~ Piyush: Vtop
[12/09/23, 6:46:12 PM] ~ Chiranjan: Vtop
[12/09/23, 7:07:37 PM] ~ AbnaV: Oh
[12/09/23, 9:03:48 PM] ~ Kaushik😁: ELA-211-AB2 ece 1002...anyone
[12/09/23, 9:03:53 PM] ~ Kaushik😁: Tomorrow morning
‎[12/09/23, 9:19:44 PM] ~ TanK-human: ‎image omitted
[12/09/23, 9:20:15 PM] ~ Shaurya Mudgal: You are special
[12/09/23, 9:20:32 PM] ~ TanK-human: There is ETH does anyone know the full form?
[12/09/23, 9:20:37 PM] ~ @: In the first year subjects are common for everybody dude
[12/09/23, 9:20:49 PM] ~ 𝙽𝙸𝚃𝙷𝙴𝚂𝙷 𝙺𝚄𝙼𝙰𝚁: Its your part of study you will not goo deep into ece just a glance
[12/09/23, 9:21:04 PM] ~ TanK-human: So we get to learn it a bit?
[12/09/23, 9:21:06 PM] ~ @: embedded theory
[12/09/23, 9:21:15 PM] ~ @: Yes
[12/09/23, 9:23:03 PM] ~ Kittu: ‎~ Kittu joined from the community
[12/09/23, 9:22:49 PM] ~ TanK-human: Kk
[12/09/23, 9:31:43 PM] ~ TanK-human: I got effective english in lab and essential in theory
[12/09/23, 9:35:11 PM] ~ TanK-human: Can anyone help with this ?
[12/09/23, 9:37:25 PM] ~ TanK-human: Yes time table changed
[12/09/23, 9:37:25 PM] ~ TanK-human: For me today only this is 3rd time🙂
[12/09/23, 9:37:59 PM] ~ TanK-human: They seems to change  guys
‎[12/09/23, 9:40:40 PM] ~ TanK-human: ‎image omitted
‎[12/09/23, 9:40:55 PM] ~ TanK-human: ‎image omitted
[12/09/23, 9:41:47 PM] ~ Abhinav...: Bro I've the same timetable
[12/09/23, 9:41:55 PM] ~ Abhinav...: 🫱🏻‍🫲🏻
[12/09/23, 9:42:32 PM] ~ TanK-human: Rooms?
[12/09/23, 9:42:35 PM] ~ TanK-human: Same?
[12/09/23, 9:42:42 PM] ~ TanK-human: The whole?
[12/09/23, 9:42:44 PM] ~ Abhinav...: Yeah
[12/09/23, 9:42:53 PM] ~ Abhinav...: Show me the rest
[12/09/23, 9:46:12 PM] ~ TanK-human: Middle row
[12/09/23, 9:49:17 PM] Harsh Kumar: Anyone room no 324 ? AB -1 ? At 9:00
[12/09/23, 10:00:00 PM] ~ K.Parthiv: Us
[12/09/23, 10:00:01 PM] ~ K.Parthiv: Eng got removed
[12/09/23, 10:05:33 PM] ~ TanK-human: I got it anyway
[12/09/23, 10:05:46 PM] ~ TanK-human: Same table?
[12/09/23, 10:06:33 PM] ~ Soumyadeep Saha: 1st year I heard u have all engineering subs maybe
[12/09/23, 10:06:44 PM] ~ TanK-human: Yeah kk
[12/09/23, 10:18:38 PM] ~ ~Adi🩶: Is there anyone whose eng got removed?
[12/09/23, 10:19:30 PM] ~ Saifuddin Shaik: Me
[12/09/23, 10:20:55 PM] ~ ~Adi🩶: So now how many credits do u have?
[12/09/23, 10:21:44 PM] ~ ~Adi🩶: Any idea abt it why?
[12/09/23, 10:22:28 PM] ~ Saifuddin Shaik: It's showing 17 now.
[12/09/23, 10:22:31 PM] ~ Saifuddin Shaik: Nope
[12/09/23, 10:22:39 PM] ~ Satyajit: ig cuz of ept got cancelled on 11th
[12/09/23, 10:23:34 PM] ~ ~Adi🩶: But I have given on 9th
[12/09/23, 10:24:10 PM] ~ Satyajit: It's just an assumption
[12/09/23, 10:25:02 PM] ~ Appu♡🪻: Some didn't give their ept yet is what they're saying
[12/09/23, 10:25:37 PM] ~ Appu♡🪻: 11th whoever had,it was cancelled
[12/09/23, 10:25:37 PM] ~ Soumyadeep Saha: Csbs people don't need ept is it ?
[12/09/23, 10:26:07 PM] ~ ~Adi🩶: And they got English Effective both in theory n practical
[12/09/23, 10:26:40 PM] ~ Soumyadeep Saha: Man the injustice if this is actual case
[13/09/23, 5:40:12 AM] ~ K.Parthiv: No
[13/09/23, 7:44:29 AM] ~ TanK-human: Shut up if no
‎[13/09/23, 7:45:08 AM] ~ Shiven: ‎sticker omitted
‎[13/09/23, 7:47:41 AM] ~ K.Parthiv: ‎sticker omitted
[13/09/23, 8:35:10 AM] ~ js: ‎~ js joined from the community
[13/09/23, 8:35:57 AM] ~ Madhav: ‎~ Madhav joined from the community
[13/09/23, 8:36:20 AM] ~ 💙✨: ‎~ 💙✨ joined from the community
[13/09/23, 8:36:43 AM] ~ Aarnav: ‎~ Aarnav joined from the community
[13/09/23, 8:36:50 AM] ~ Kunal Choudhary: ‎~ Kunal Choudhary joined from the community
[13/09/23, 10:32:21 AM] ~ Chiranjan: Ohk
‎[13/09/23, 10:32:23 AM] ~ Chiranjan: ‎image omitted
[13/09/23, 10:32:29 AM] ~ Chiranjan: I got this mail
[13/09/23, 10:32:35 AM] ~ Chiranjan: But I have no math class today
‎[13/09/23, 10:32:40 AM] ~ Chiranjan: ‎image omitted
[13/09/23, 10:33:44 AM] ~ M. Srinivasa Reddy: It is for joining in the group
[13/09/23, 10:34:00 AM] ~ Chiranjan: Oh ye ohk thnx
[13/09/23, 10:34:02 AM] ~ Chiranjan: I feel dumb
[13/09/23, 10:40:17 AM] ~ Chiranjan: I shld login w my personal Microsoft mail ID or they be giving that!?
[13/09/23, 10:40:37 AM] ~ Chiranjan: Shkd I *
[13/09/23, 10:54:55 AM] ~ S: Does anyone know where ppl usually sit during leisure in AB-1/AB-2 ?
[13/09/23, 10:55:47 AM] ~ Jeevan K: AB 1 OUTSIDE
[13/09/23, 11:03:59 AM] ~ M. Srinivasa Reddy: With official mail id give my University
‎[13/09/23, 11:06:45 AM] ~ Chiranjan: ‎image omitted
[13/09/23, 11:06:48 AM] ~ Chiranjan: Damn
[13/09/23, 11:09:40 AM] ~ M. Srinivasa Reddy: Wait they will update
[13/09/23, 1:20:47 PM] ~ Ayush Bhagasra: https://chat.whatsapp.com/GcgxqEdRJc94QanslB3jiH
[13/09/23, 3:29:51 PM] ~ AKA😉: ‎This message was deleted.
[13/09/23, 3:31:46 PM] ~ Sid: do we get one drive storage ?
[13/09/23, 3:35:54 PM] ~ K.Parthiv: Ya of 500mb 🤣
[13/09/23, 3:36:05 PM] ~ Sid: ‎This message was deleted by admin ~ TanK-human.
[13/09/23, 3:36:16 PM] ~ Sid: my friends in other colleges are getting 1tb 2tb
[13/09/23, 3:36:29 PM] ~ K.Parthiv: Wht did u listen in orientation
[13/09/23, 3:37:05 PM] ~ Sid: who told i listened
‎[13/09/23, 3:38:02 PM] ~ K.Parthiv: ‎sticker omitted
‎[13/09/23, 4:40:21 PM] ~ TanK-human: ‎image omitted
[13/09/23, 4:41:01 PM] ~ Siraj Kanungo: How to join clubs lol
[13/09/23, 4:41:28 PM] ~ TanK-human: I'm  still figuring  out
‎[13/09/23, 4:44:12 PM] ~ TanK-human: ‎image omitted
‎[13/09/23, 4:44:51 PM] ~ TanK-human: ‎image omitted
[13/09/23, 4:46:38 PM] ~ Appu♡🪻: I got the same
[13/09/23, 5:15:11 PM] ~ Kittu: Did u guys went to orientation 😂😂
[13/09/23, 5:20:25 PM] ~ TanK-human: Yeah, do you think I missed something ?
[13/09/23, 7:25:38 PM] ~ TanK-human: I lost my cupboard keys in the route via mh5 to ab1
[13/09/23, 7:25:42 PM] ~ TanK-human: It has keychain of sthil(agricultural product)
[13/09/23, 7:28:39 PM] ~ TanK-human: Just in case anyone found it
[13/09/23, 7:45:28 PM] ~ ~: Hello 🙋🏻‍♀️ Vitians,

I'm Swathi, your senior and the official Campus Ambassador at Edu-versity.

Edu-versity is offering *Industrial Training and Internship to Freshmen at VIT AP* in various domains, including *Artificial Intelligence, Machine Learning, Data Science, Web Development*, and more with certification partners *Microsoft, Cisco, and Adobe*.

*Join the VIT Batch on WhatsApp:* https://chat.whatsapp.com/HeFYRLZ1Ous1ouC3PEZR1A

*To register, please fill out this form:* https://forms.gle/YjpWiqU5eqKWHSPc7

Let's get started on this exciting journey together, feel free to DM if you have any queries.
[13/09/23, 7:46:33 PM] ~ ~: Do share it among your friends and batchmates. Joining in group gives much more benefits.
[13/09/23, 8:45:25 PM] ~ M. Srinivasa Reddy: https://youtu.be/YwVCOpy_rlQ?si=MD5iW4A5TkXTMULK
[13/09/23, 8:45:26 PM] ~ M. Srinivasa Reddy: Faculty review
[13/09/23, 8:49:58 PM] ~ P: Does anyone know all the resting room numbers in all the blocks?
‎[13/09/23, 8:53:29 PM] ~ محمد ناصر: ‎video omitted
[13/09/23, 8:54:02 PM] ~ Siraj Kanungo: Are you S1MPLE from c ops by any chance?
[13/09/23, 8:54:43 PM] ~ محمد ناصر: Yes bro I'm the exactly the person u were looking for
[13/09/23, 8:54:44 PM] ~ Siraj Kanungo: Oh nvm it's ign not yt 😭
[13/09/23, 8:54:52 PM] ~ محمد ناصر: 😂
[13/09/23, 8:54:54 PM] ~ Siraj Kanungo: Accha what a coincidence
[13/09/23, 8:55:03 PM] ~ محمد ناصر: Jk bro
[13/09/23, 8:55:04 PM] ~ Siraj Kanungo: Holy moly
[13/09/23, 8:55:06 PM] ~ محمد ناصر: Simple csgo
[13/09/23, 8:55:14 PM] ~ Siraj Kanungo: 💀
[13/09/23, 8:55:32 PM] ~ محمد ناصر: And he did copy my name
[13/09/23, 8:55:36 PM] ~ محمد ناصر: Not the other way
[13/09/23, 8:56:14 PM] ~ محمد ناصر: Also my epic is fearless
[13/09/23, 8:56:36 PM] ~ محمد ناصر: Still the same case
[13/09/23, 8:56:36 PM] ~ محمد ناصر: He copied my name
‎[14/09/23, 11:31:07 AM] ~ TanK-human: ‎image omitted
[14/09/23, 12:18:12 PM] ~ Satyajit: +91 90324 03297 it's his number
[14/09/23, 12:18:33 PM] ~ TanK-human: Sure?
[14/09/23, 12:18:44 PM] ~ Satyajit: Yea I know him
‎[14/09/23, 12:25:10 PM] ~ TanK-human: ‎image omitted
‎[14/09/23, 12:25:11 PM] ~ TanK-human: ‎image omitted
‎[14/09/23, 12:25:13 PM] ~ TanK-human: ‎image omitted
‎[14/09/23, 12:25:16 PM] ~ TanK-human: ‎image omitted
[14/09/23, 12:26:03 PM] ~ TanK-human: Anyone with same time table, or classes?
[14/09/23, 12:39:06 PM] ~ TanK-human: Guys how to get the professor's e-mail ?
[14/09/23, 1:22:46 PM] ~ Sai Venkat Teja: ‎~ Sai Venkat Teja joined from the community
[14/09/23, 1:22:51 PM] ~ Anirudh Krishna: ‎~ Anirudh Krishna joined from the community
[14/09/23, 1:23:01 PM] ~ Aarush Raipelly: ‎~ Aarush Raipelly joined from the community
[14/09/23, 1:22:39 PM] ~ TanK-human: Found it👍
[14/09/23, 1:23:14 PM] ~ V S Visal: ‎~ V S Visal joined from the community
[14/09/23, 2:33:20 PM] ~ Touseef Khan: ‎~ Touseef Khan joined from the community
‎[14/09/23, 4:10:21 PM] ~ Mm: ‎image omitted
[14/09/23, 4:10:35 PM] ~ TanK-human: ‎This message was deleted.
[14/09/23, 4:10:36 PM] ~ TanK-human: Does anyone know why this is ?
[14/09/23, 4:16:21 PM] ~ Chandra: What is this
[14/09/23, 4:32:56 PM] ~ TanK-human: Seniors say this is for PhD
[14/09/23, 5:14:24 PM] ~ Kittu: Whos phd
[14/09/23, 5:25:54 PM] ~ Ayush Bhagasra: https://chat.whatsapp.com/GcgxqEdRJc94QanslB3jiH
[14/09/23, 6:56:09 PM] ~ ~: Training and Projects for beginners in *Artificial Intelligence, Machine Learning*

Certification from *Microsoft, Cisco, and Adobe*.

*Join the VIT Batch on WhatsApp:* https://chat.whatsapp.com/HeFYRLZ1Ous1ouC3PEZR1A

*To register, please fill out this form:* https://forms.gle/YjpWiqU5eqKWHSPc7

Each domain is having only 20 slots. Some has already applied, those who are left can apply now.

Feel free to DM if you have any queries.
[14/09/23, 6:56:57 PM] ~ TanK-human: 😑bro
[14/09/23, 6:57:19 PM] ~ Dharani: ‎~ Dharani joined from the community
[14/09/23, 6:57:59 PM] ~ Anju Singh: ‎~ Anju Singh joined from the community
[14/09/23, 6:58:04 PM] ~ Vamsi: ‎~ Vamsi joined from the community
[14/09/23, 6:58:09 PM] ~ Sri Jyothika: ‎~ Sri Jyothika joined from the community
[14/09/23, 7:03:58 PM] ~ ~: Guys this is Swathi your senior from 3rd year, not forcing anyone. If you are interested then only apply. If you want to connect with students who already applied let me know.
[14/09/23, 7:04:47 PM] ~ Touseef Khan: 👍
[14/09/23, 8:32:52 PM] ~ 𝙽𝙸𝚃𝙷𝙴𝚂𝙷 𝙺𝚄𝙼𝙰𝚁: Good way to get scammed 💀
[14/09/23, 8:41:05 PM] ~ TanK-human: ‎~ TanK-human removed this group from the community “VIT AP”
[14/09/23, 8:41:17 PM] ~ ~: Who said ? Any proofs ?
[14/09/23, 8:41:42 PM] ~ Touseef Khan: Yea show proofs @916369650113
[14/09/23, 8:41:43 PM] VIT AP. (cse) Freshers place🥳🥳🥳🥳🥳: ‎New members need admin approval to join this group.
[14/09/23, 8:41:43 PM] ~ TanK-human: ‎~ TanK-human added this group to the community: VIT AP
[14/09/23, 8:42:57 PM] ~ TanK-human: What are you doing here? I thought you were BBA🤨.
[14/09/23, 8:43:41 PM] ~ 𝙽𝙸𝚃𝙷𝙴𝚂𝙷 𝙺𝚄𝙼𝙰𝚁: @919182750867 bro you this people are scammers please remove them
[14/09/23, 8:44:47 PM] ~ Touseef Khan: No im cae
[14/09/23, 8:44:49 PM] ~ Touseef Khan: Cse
[14/09/23, 8:45:05 PM] ~ K.Parthiv: 😂
[14/09/23, 8:45:07 PM] ~ TanK-human: Really🤨?
[14/09/23, 8:45:11 PM] ~ Touseef Khan: Are you admin? @919182750867
